x,y,z,heading1,heading2,heading3
0.2831356,0.04342812,-0.4092273,81.27977,173.9423,304.6785,3.359997
0.2840068,0.06903157,-0.4051758,76.33844,170.3311,305.0284,3.369997
0.2637942,0.09778622,-0.4191027,69.66069,166.8665,302.1874,3.379997
0.2777339,0.1055066,-0.4159797,69.19902,165.7679,303.7296,3.389997
0.2478507,0.1271711,-0.4182586,62.83783,163.0882,300.65,3.399997
0.2315586,0.1442663,-0.4138696,58.07615,160.7825,299.2269,3.409997
0.2293806,0.1757783,-0.4250111,52.53643,157.5307,298.356,3.419997
0.1949669,0.1949218,-0.4164018,45.00663,154.9152,295.0898,3.429997
0.1838151,0.2065024,-0.4271212,41.67341,154.1974,293.285,3.439997
0.1575039,0.213435,-0.4220569,36.42539,153.1742,290.4647,3.449997
0.1358974,0.2206828,-0.4258552,31.62493,152.6063,287.6987,3.459997
0.1148136,0.2339178,-0.4250111,26.14312,151.1725,285.1172,3.469997
0.07735058,0.2415595,-0.422479,17.75576,150.2405,280.3752,3.479997
0.05774786,0.2477043,-0.4195247,13.1231,149.4407,277.8376,3.489997
0.03091392,0.2427412,-0.4303286,7.257744,150.5734,274.1089,3.499997
0.02612215,0.2339178,-0.4418921,6.371953,152.1053,273.3831,3.509997
